step,temp,weight,cost,best_weight,sat_clauses,sat_clauses_best
32703,365.96,4395,4395,4864,71,71
32704,365.96,4395,4395,4864,71,71
32705,365.96,4395,4395,4864,71,71
32706,365.96,4395,4395,4864,71,71
32707,365.96,4103,4103,4864,71,71
32708,365.96,3917,3917,4864,71,71
32709,365.96,3917,3917,4864,71,71
32710,365.96,3917,3917,4864,71,71
32711,365.96,3917,3917,4864,71,71
32712,365.96,4103,4103,4864,71,71
32713,365.96,4103,4103,4864,71,71
32714,365.96,4103,4103,4864,71,71
32715,365.96,4103,4103,4864,71,71
32716,365.96,4103,4103,4864,71,71
32717,365.96,4395,4395,4864,71,71
32718,365.96,4168,4168,4864,71,71
32719,365.96,3982,3982,4864,71,71
32720,365.96,4256,4256,4864,71,71
32721,365.96,4256,4256,4864,71,71
32722,365.96,4442,4442,4864,71,71
32723,365.96,4379,4379,4864,71,71
32724,365.96,4105,4105,4864,71,71
32725,365.96,4289,4289,4864,71,71
32726,365.96,4352,4352,4864,71,71
32727,365.96,4352,4352,4864,71,71
32728,365.96,4626,4626,4864,71,71
32729,365.96,4626,4626,4864,71,71
32730,365.96,4626,4626,4864,71,71
32731,365.96,4626,4626,4864,71,71
32732,365.96,4563,4563,4864,71,71
32733,365.96,4563,4563,4864,71,71
32734,365.96,4563,4563,4864,71,71
32735,365.96,4563,4563,4864,71,71
32736,365.96,4377,4377,4864,71,71
32737,365.96,4377,4377,4864,71,71
32738,365.96,4377,4377,4864,71,71
32739,365.96,4377,4377,4864,71,71
32740,365.96,4205,4205,4864,71,71
32741,365.96,4205,4205,4864,71,71
32742,365.96,4205,4205,4864,71,71
32743,365.96,4205,4205,4864,71,71
32744,365.96,4391,4391,4864,71,71
32745,365.96,4391,4391,4864,71,71
32746,365.96,4391,4391,4864,71,71
32747,365.96,4391,4391,4864,71,71
32748,365.96,4391,4391,4864,71,71
32749,365.96,4391,4391,4864,71,71
32750,365.96,4117,4117,4864,71,71
32751,365.96,4117,4117,4864,71,71
32752,365.96,4117,4117,4864,71,71
32753,365.96,3931,3931,4864,71,71
32754,365.96,4117,4117,4864,71,71
32755,365.96,3860,3860,4864,71,71
32756,365.96,3860,3860,4864,71,71
32757,365.96,3674,3674,4864,71,71
32758,365.96,3674,3674,4864,71,71
32759,365.96,3674,3674,4864,71,71
32760,365.96,3674,3674,4864,71,71
32761,365.96,3674,3674,4864,71,71
32762,365.96,3425,3425,4864,71,71
32763,365.96,3611,3611,4864,71,71
32764,365.96,3611,3611,4864,71,71
32765,365.96,3611,3611,4864,71,71
32766,365.96,3611,3611,4864,71,71
32767,365.96,3427,3427,4864,71,71
32768,365.96,3427,3427,4864,71,71
32769,365.96,3427,3427,4864,71,71
32770,358.64,3427,3427,4864,71,71
32771,358.64,3427,3427,4864,71,71
32772,358.64,3427,3427,4864,71,71
32773,358.64,3427,3427,4864,71,71
32774,358.64,3427,3427,4864,71,71
32775,358.64,3427,3427,4864,71,71
32776,358.64,3427,3427,4864,71,71
32777,358.64,3676,3676,4864,71,71
32778,358.64,3950,3950,4864,71,71
32779,358.64,4177,4177,4864,71,71
32780,358.64,4177,4177,4864,71,71
32781,358.64,4177,4177,4864,71,71
32782,358.64,4361,4361,4864,71,71
32783,358.64,4361,4361,4864,71,71
32784,358.64,4361,4361,4864,71,71
32785,358.64,4361,4361,4864,71,71
32786,358.64,4361,4361,4864,71,71
32787,358.64,4361,4361,4864,71,71
32788,358.64,4361,4361,4864,71,71
32789,358.64,4361,4361,4864,71,71
32790,358.64,4618,4618,4864,71,71
32791,358.64,4618,4618,4864,71,71
32792,358.64,4391,4391,4864,71,71
32793,358.64,4391,4391,4864,71,71
32794,358.64,4618,4618,4864,71,71
32795,358.64,4618,4618,4864,71,71
32796,358.64,4618,4618,4864,71,71
32797,358.64,4618,4618,4864,71,71
32798,358.64,4618,4618,4864,71,71
32799,358.64,4618,4618,4864,71,71
32800,358.64,4618,4618,4864,71,71
32801,358.64,4618,4618,4864,71,71
32802,358.64,4618,4618,4864,71,71
32803,358.64,4618,4618,4864,71,71
32804,358.64,4618,4618,4864,71,71
32805,358.64,4618,4618,4864,71,71
32806,358.64,4618,4618,4864,71,71
32807,358.64,4790,4790,4864,71,71
32808,358.64,4790,4790,4864,71,71
32809,358.64,4790,4790,4864,71,71
32810,358.64,4541,4541,4864,71,71
32811,358.64,4541,4541,4864,71,71
32812,358.64,4541,4541,4864,71,71
32813,358.64,4790,4790,4864,71,71
32814,358.64,4790,4790,4864,71,71
32815,358.64,4533,4533,4864,71,71
32816,358.64,4533,4533,4864,71,71
32817,358.64,4361,4361,4864,71,71
32818,358.64,4361,4361,4864,71,71
32819,358.64,4361,4361,4864,71,71
32820,358.64,4361,4361,4864,71,71
32821,358.64,4361,4361,4864,71,71
32822,358.64,4153,4153,4864,71,71
32823,358.64,4153,4153,4864,71,71
32824,358.64,3926,3926,4864,71,71
32825,358.64,3926,3926,4864,71,71
32826,358.64,4183,4183,4864,71,71
32827,358.64,4183,4183,4864,71,71
32828,358.64,4183,4183,4864,71,71
32829,358.64,4183,4183,4864,71,71
32830,358.64,4355,4355,4864,71,71
32831,358.64,4085,4085,4864,71,71
32832,358.64,3836,3836,4864,71,71
32833,358.64,3836,3836,4864,71,71
32834,358.64,3836,3836,4864,71,71
32835,358.64,4044,4044,4864,71,71
32836,358.64,4293,4293,4864,71,71
32837,358.64,4293,4293,4864,71,71
32838,358.64,4109,4109,4864,71,71
32839,358.64,4379,4379,4864,71,71
32840,358.64,4105,4105,4864,71,71
32841,358.64,4105,4105,4864,71,71
32842,358.64,4105,4105,4864,71,71
32843,358.64,3835,3835,4864,71,71
32844,358.64,3835,3835,4864,71,71
32845,358.64,3835,3835,4864,71,71
32846,358.64,3835,3835,4864,71,71
32847,358.64,4062,4062,4864,71,71
32848,358.64,4332,4332,4864,71,71
32849,358.64,4160,4160,4864,71,71
32850,358.64,4160,4160,4864,71,71
32851,358.64,4160,4160,4864,71,71
32852,358.64,4160,4160,4864,71,71
32853,358.64,4160,4160,4864,71,71
32854,358.64,4160,4160,4864,71,71
32855,358.64,4160,4160,4864,71,71
32856,358.64,4160,4160,4864,71,71
32857,358.64,4160,4160,4864,71,71
32858,358.64,4160,4160,4864,71,71
32859,358.64,4344,4344,4864,71,71
32860,358.64,4344,4344,4864,71,71
32861,358.64,4344,4344,4864,71,71
32862,358.64,4344,4344,4864,71,71
32863,358.64,4618,4618,4864,71,71
32864,358.64,4618,4618,4864,71,71
32865,358.64,4391,4391,4864,71,71
32866,358.64,4391,4391,4864,71,71
32867,358.64,4391,4391,4864,71,71
32868,358.64,4391,4391,4864,71,71
32869,351.468,4391,4391,4864,71,71
32870,351.468,4391,4391,4864,71,71
32871,351.468,4391,4391,4864,71,71
32872,351.468,4183,4183,4864,71,71
32873,351.468,4183,4183,4864,71,71
32874,351.468,4183,4183,4864,71,71
32875,351.468,4183,4183,4864,71,71
32876,351.468,4183,4183,4864,71,71
32877,351.468,4380,4380,4864,71,71
32878,351.468,4380,4380,4864,71,71
32879,351.468,4196,4196,4864,71,71
32880,351.468,4196,4196,4864,71,71
32881,351.468,4196,4196,4864,71,71
32882,351.468,4196,4196,4864,71,71
32883,351.468,3969,3969,4864,71,71
32884,351.468,4141,4141,4864,71,71
32885,351.468,4141,4141,4864,71,71
32886,351.468,3867,3867,4864,71,71
32887,351.468,3867,3867,4864,71,71
32888,351.468,3867,3867,4864,71,71
32889,351.468,4051,4051,4864,71,71
32890,351.468,3854,3854,4864,71,71
32891,351.468,3854,3854,4864,71,71
32892,351.468,3854,3854,4864,71,71
32893,351.468,4062,4062,4864,71,71
32894,351.468,4062,4062,4864,71,71
32895,351.468,4062,4062,4864,71,71
32896,351.468,4062,4062,4864,71,71
32897,351.468,4062,4062,4864,71,71
32898,351.468,4062,4062,4864,71,71
32899,351.468,3890,3890,4864,71,71
32900,351.468,4117,4117,4864,71,71
32901,351.468,3868,3868,4864,71,71
32902,351.468,4117,4117,4864,71,71
32903,351.468,3847,3847,4864,71,71
32904,351.468,3847,3847,4864,71,71
32905,351.468,4044,4044,4864,71,71
32906,351.468,4044,4044,4864,71,71
32907,351.468,4044,4044,4864,71,71
32908,351.468,4044,4044,4864,71,71
32909,351.468,4044,4044,4864,71,71
32910,351.468,4044,4044,4864,71,71
32911,351.468,4044,4044,4864,71,71
32912,351.468,3787,3787,4864,71,71
32913,351.468,3603,3603,4864,71,71
32914,351.468,3603,3603,4864,71,71
32915,351.468,3603,3603,4864,71,71
32916,351.468,3603,3603,4864,71,71
32917,351.468,3787,3787,4864,71,71
32918,351.468,3787,3787,4864,71,71
32919,351.468,3787,3787,4864,71,71
32920,351.468,4044,4044,4864,71,71
32921,351.468,4044,4044,4864,71,71
32922,351.468,4044,4044,4864,71,71
32923,351.468,4044,4044,4864,71,71
32924,351.468,4044,4044,4864,71,71
32925,351.468,3795,3795,4864,71,71
32926,351.468,3609,3609,4864,71,71
32927,351.468,3609,3609,4864,71,71
32928,351.468,3609,3609,4864,71,71
32929,351.468,3609,3609,4864,71,71
32930,351.468,3412,3412,4864,71,71
32931,351.468,3686,3686,4864,71,71
32932,351.468,3686,3686,4864,71,71
32933,351.468,3686,3686,4864,71,71
32934,351.468,3686,3686,4864,71,71
32935,351.468,3686,3686,4864,71,71
32936,351.468,3686,3686,4864,71,71
32937,351.468,3686,3686,4864,71,71
32938,351.468,3686,3686,4864,71,71
32939,351.468,3686,3686,4864,71,71
32940,351.468,3686,3686,4864,71,71
32941,351.468,3686,3686,4864,71,71
32942,351.468,3686,3686,4864,71,71
32943,351.468,3686,3686,4864,71,71
32944,351.468,3686,3686,4864,71,71
32945,351.468,3686,3686,4864,71,71
32946,351.468,3858,3858,4864,71,71
32947,351.468,4085,4085,4864,71,71
32948,351.468,3811,3811,4864,71,71
32949,351.468,3811,3811,4864,71,71
32950,351.468,4060,4060,4864,71,71
32951,351.468,4060,4060,4864,71,71
32952,351.468,4060,4060,4864,71,71
32953,351.468,4060,4060,4864,71,71
32954,351.468,4330,4330,4864,71,71
32955,351.468,4516,4516,4864,71,71
32956,351.468,4330,4330,4864,71,71
32957,351.468,4103,4103,4864,71,71
32958,351.468,4103,4103,4864,71,71
32959,351.468,4103,4103,4864,71,71
32960,351.468,4103,4103,4864,71,71
32961,351.468,4377,4377,4864,71,71
32962,351.468,4377,4377,4864,71,71
32963,351.468,4377,4377,4864,71,71
32964,351.468,4377,4377,4864,71,71
32965,351.468,4604,4604,4864,71,71
32966,351.468,4604,4604,4864,71,71
32967,351.468,4334,4334,4864,71,71
32968,344.438,4334,4334,4864,71,71
32969,344.438,4334,4334,4864,71,71
32970,344.438,4107,4107,4864,71,71
32971,344.438,4107,4107,4864,71,71
32972,344.438,4107,4107,4864,71,71
32973,344.438,4107,4107,4864,71,71
32974,344.438,4107,4107,4864,71,71
32975,344.438,4107,4107,4864,71,71
32976,344.438,4107,4107,4864,71,71
32977,344.438,4107,4107,4864,71,71
32978,344.438,4334,4334,4864,71,71
32979,344.438,4604,4604,4864,71,71
32980,344.438,4377,4377,4864,71,71
32981,344.438,4377,4377,4864,71,71
32982,344.438,4377,4377,4864,71,71
32983,344.438,4193,4193,4864,71,71
32984,344.438,4193,4193,4864,71,71
32985,344.438,3936,3936,4864,71,71
32986,344.438,4120,4120,4864,71,71
32987,344.438,3936,3936,4864,71,71
32988,344.438,3666,3666,4864,71,71
32989,344.438,3923,3923,4864,71,71
32990,344.438,3696,3696,4864,71,71
32991,344.438,3696,3696,4864,71,71
32992,344.438,3696,3696,4864,71,71
32993,344.438,3696,3696,4864,71,71
32994,344.438,3696,3696,4864,71,71
32995,344.438,3696,3696,4864,71,71
32996,344.438,3923,3923,4864,71,71
32997,344.438,3923,3923,4864,71,71
32998,344.438,3923,3923,4864,71,71
32999,344.438,3923,3923,4864,71,71
33000,344.438,3923,3923,4864,71,71
33001,344.438,4150,4150,4864,71,71
33002,344.438,4150,4150,4864,71,71
33003,344.438,4150,4150,4864,71,71
33004,344.438,4150,4150,4864,71,71
33005,344.438,4150,4150,4864,71,71
33006,344.438,4150,4150,4864,71,71
33007,344.438,3901,3901,4864,71,71
33008,344.438,3901,3901,4864,71,71
33009,344.438,3674,3674,4864,71,71
33010,344.438,3417,3417,4864,71,71
33011,344.438,3666,3666,4864,71,71
33012,344.438,3923,3923,4864,71,71
33013,344.438,3923,3923,4864,71,71
33014,344.438,3751,3751,4864,71,71
33015,344.438,3751,3751,4864,71,71
33016,344.438,3923,3923,4864,71,71
33017,344.438,3923,3923,4864,71,71
33018,344.438,3923,3923,4864,71,71
33019,344.438,4150,4150,4864,71,71
33020,344.438,4150,4150,4864,71,71
33021,344.438,4150,4150,4864,71,71
33022,344.438,3893,3893,4864,71,71
33023,344.438,4163,4163,4864,71,71
33024,344.438,4163,4163,4864,71,71
33025,344.438,4420,4420,4864,71,71
33026,344.438,4128,4128,4864,71,71
33027,344.438,4325,4325,4864,71,71
33028,344.438,4325,4325,4864,71,71
33029,344.438,4325,4325,4864,71,71
33030,344.438,4325,4325,4864,71,71
33031,344.438,4325,4325,4864,71,71
33032,344.438,4325,4325,4864,71,71
33033,344.438,4388,4388,4864,71,71
33034,344.438,4388,4388,4864,71,71
33035,344.438,4388,4388,4864,71,71
33036,344.438,4388,4388,4864,71,71
33037,344.438,4388,4388,4864,71,71
33038,344.438,4161,4161,4864,71,71
33039,344.438,4161,4161,4864,71,71
33040,344.438,4161,4161,4864,71,71
33041,344.438,4161,4161,4864,71,71
33042,344.438,4161,4161,4864,71,71
33043,344.438,4453,4453,4864,71,71
33044,344.438,4680,4680,4864,71,71
33045,344.438,4680,4680,4864,71,71
33046,344.438,4680,4680,4864,71,71
33047,344.438,4680,4680,4864,71,71
33048,344.438,4680,4680,4864,71,71
33049,344.438,4453,4453,4864,71,71
33050,344.438,4453,4453,4864,71,71
33051,344.438,4453,4453,4864,71,71
33052,344.438,4453,4453,4864,71,71
33053,344.438,4281,4281,4864,71,71
33054,344.438,4281,4281,4864,71,71
33055,344.438,4281,4281,4864,71,71
33056,344.438,4281,4281,4864,71,71
33057,344.438,4084,4084,4864,71,71
33058,344.438,4084,4084,4864,71,71
33059,344.438,4084,4084,4864,71,71
33060,344.438,4268,4268,4864,71,71
33061,344.438,4495,4495,4864,71,71
33062,344.438,4495,4495,4864,71,71
33063,344.438,4495,4495,4864,71,71
33064,344.438,4268,4268,4864,71,71
33065,344.438,4268,4268,4864,71,71
33066,344.438,4084,4084,4864,71,71
33067,337.549,4084,4084,4864,71,71
33068,337.549,3792,3792,4864,71,71
33069,337.549,4084,4084,4864,71,71
33070,337.549,4311,4311,4864,71,71
33071,337.549,4311,4311,4864,71,71
33072,337.549,4311,4311,4864,71,71
33073,337.549,4311,4311,4864,71,71
33074,337.549,4311,4311,4864,71,71
33075,337.549,4248,4248,4864,71,71
33076,337.549,4248,4248,4864,71,71
33077,337.549,4432,4432,4864,71,71
33078,337.549,4495,4495,4864,71,71
33079,337.549,4495,4495,4864,71,71
33080,337.549,4432,4432,4864,71,71
33081,337.549,4432,4432,4864,71,71
33082,337.549,4432,4432,4864,71,71
33083,337.549,4432,4432,4864,71,71
33084,337.549,4629,4629,4864,71,71
33085,337.549,4629,4629,4864,71,71
33086,337.549,4432,4432,4864,71,71
33087,337.549,4432,4432,4864,71,71
33088,337.549,4432,4432,4864,71,71
33089,337.549,4604,4604,4864,71,71
33090,337.549,4790,4790,4864,71,71
33091,337.549,4790,4790,4864,71,71
33092,337.549,4790,4790,4864,71,71
33093,337.549,4520,4520,4864,71,71
33094,337.549,4312,4312,4864,71,71
33095,337.549,4312,4312,4864,71,71
33096,337.549,4312,4312,4864,71,71
33097,337.549,4312,4312,4864,71,71
33098,337.549,4312,4312,4864,71,71
33099,337.549,4312,4312,4864,71,71
33100,337.549,4085,4085,4864,71,71
33101,337.549,4085,4085,4864,71,71
33102,337.549,3811,3811,4864,71,71
33103,337.549,3811,3811,4864,71,71
33104,337.549,3811,3811,4864,71,71
33105,337.549,3811,3811,4864,71,71
33106,337.549,3811,3811,4864,71,71
33107,337.549,3811,3811,4864,71,71
33108,337.549,3811,3811,4864,71,71
33109,337.549,3584,3584,4864,71,71
33110,337.549,3584,3584,4864,71,71
33111,337.549,3584,3584,4864,71,71
33112,337.549,3584,3584,4864,71,71
33113,337.549,3584,3584,4864,71,71
33114,337.549,3811,3811,4864,71,71
33115,337.549,3811,3811,4864,71,71
33116,337.549,4081,4081,4864,71,71
33117,337.549,3897,3897,4864,71,71
33118,337.549,3627,3627,4864,71,71
33119,337.549,3627,3627,4864,71,71
33120,337.549,3627,3627,4864,71,71
33121,337.549,3627,3627,4864,71,71
33122,337.549,3627,3627,4864,71,71
33123,337.549,3627,3627,4864,71,71
33124,337.549,3824,3824,4864,71,71
33125,337.549,3824,3824,4864,71,71
33126,337.549,3824,3824,4864,71,71
33127,337.549,3532,3532,4864,71,71
33128,337.549,3532,3532,4864,71,71
33129,337.549,3802,3802,4864,71,71
33130,337.549,4010,4010,4864,71,71
33131,337.549,4010,4010,4864,71,71
33132,337.549,4010,4010,4864,71,71
33133,337.549,3783,3783,4864,71,71
33134,337.549,3783,3783,4864,71,71
33135,337.549,3783,3783,4864,71,71
33136,337.549,3534,3534,4864,71,71
33137,337.549,3534,3534,4864,71,71
33138,337.549,3534,3534,4864,71,71
33139,337.549,3534,3534,4864,71,71
33140,337.549,3597,3597,4864,71,71
33141,337.549,3597,3597,4864,71,71
33142,337.549,3597,3597,4864,71,71
33143,337.549,3597,3597,4864,71,71
33144,337.549,3597,3597,4864,71,71
33145,337.549,3871,3871,4864,71,71
33146,337.549,3871,3871,4864,71,71
33147,337.549,3871,3871,4864,71,71
33148,337.549,3871,3871,4864,71,71
33149,337.549,3871,3871,4864,71,71
33150,337.549,3871,3871,4864,71,71
33151,337.549,4163,4163,4864,71,71
33152,337.549,4163,4163,4864,71,71
33153,337.549,4163,4163,4864,71,71
33154,337.549,4100,4100,4864,71,71
33155,337.549,4100,4100,4864,71,71
33156,337.549,3892,3892,4864,71,71
33157,337.549,4100,4100,4864,71,71
33158,337.549,4163,4163,4864,71,71
33159,337.549,4163,4163,4864,71,71
33160,337.549,4163,4163,4864,71,71
33161,337.549,4163,4163,4864,71,71
33162,337.549,4163,4163,4864,71,71
33163,337.549,4163,4163,4864,71,71
33164,337.549,4163,4163,4864,71,71
33165,337.549,4390,4390,4864,71,71
33166,330.798,4390,4390,4864,71,71
33167,330.798,4098,4098,4864,71,71
33168,330.798,4098,4098,4864,71,71
33169,330.798,4098,4098,4864,71,71
33170,330.798,4098,4098,4864,71,71
33171,330.798,4098,4098,4864,71,71
33172,330.798,4098,4098,4864,71,71
33173,330.798,4098,4098,4864,71,71
33174,330.798,3871,3871,4864,71,71
33175,330.798,3871,3871,4864,71,71
33176,330.798,3871,3871,4864,71,71
33177,330.798,3871,3871,4864,71,71
33178,330.798,3871,3871,4864,71,71
33179,330.798,3871,3871,4864,71,71
33180,330.798,3871,3871,4864,71,71
33181,330.798,3871,3871,4864,71,71
33182,330.798,3871,3871,4864,71,71
33183,330.798,3871,3871,4864,71,71
33184,330.798,4163,4163,4864,71,71
33185,330.798,4163,4163,4864,71,71
33186,330.798,4163,4163,4864,71,71
33187,330.798,4163,4163,4864,71,71
33188,330.798,4163,4163,4864,71,71
33189,330.798,4412,4412,4864,71,71
33190,330.798,4412,4412,4864,71,71
33191,330.798,4412,4412,4864,71,71
33192,330.798,4412,4412,4864,71,71
33193,330.798,4412,4412,4864,71,71
33194,330.798,4349,4349,4864,71,71
33195,330.798,4177,4177,4864,71,71
33196,330.798,4361,4361,4864,71,71
33197,330.798,4361,4361,4864,71,71
33198,330.798,4361,4361,4864,71,71
33199,330.798,4361,4361,4864,71,71
33200,330.798,4588,4588,4864,71,71
33201,330.798,4588,4588,4864,71,71
33202,330.798,4588,4588,4864,71,71
33203,330.798,4588,4588,4864,71,71
33204,330.798,4588,4588,4864,71,71
33205,330.798,4361,4361,4864,71,71
33206,330.798,4361,4361,4864,71,71
33207,330.798,4153,4153,4864,71,71
33208,330.798,4153,4153,4864,71,71
33209,330.798,4153,4153,4864,71,71
33210,330.798,4361,4361,4864,71,71
33211,330.798,4361,4361,4864,71,71
33212,330.798,4091,4091,4864,71,71
33213,330.798,4361,4361,4864,71,71
33214,330.798,4361,4361,4864,71,71
33215,330.798,4361,4361,4864,71,71
33216,330.798,4087,4087,4864,71,71
33217,330.798,3890,3890,4864,71,71
33218,330.798,4117,4117,4864,71,71
33219,330.798,4391,4391,4864,71,71
33220,330.798,4563,4563,4864,71,71
33221,330.798,4563,4563,4864,71,71
33222,330.798,4563,4563,4864,71,71
33223,330.798,4563,4563,4864,71,71
33224,330.798,4790,4790,4864,71,71
33225,330.798,4790,4790,4864,71,71
33226,330.798,4790,4790,4864,71,71
33227,330.798,4582,4582,4864,71,71
33228,330.798,4582,4582,4864,71,71
33229,330.798,4396,4396,4864,71,71
33230,330.798,4396,4396,4864,71,71
33231,330.798,4396,4396,4864,71,71
33232,330.798,4593,4593,4864,71,71
33233,330.798,4366,4366,4864,71,71
33234,330.798,4366,4366,4864,71,71
33235,330.798,4366,4366,4864,71,71
33236,330.798,4593,4593,4864,71,71
33237,330.798,4336,4336,4864,71,71
33238,330.798,4336,4336,4864,71,71
33239,330.798,4164,4164,4864,71,71
33240,330.798,4421,4421,4864,71,71
33241,330.798,4421,4421,4864,71,71
33242,330.798,4484,4484,4864,71,71
33243,330.798,4484,4484,4864,71,71
33244,330.798,4484,4484,4864,71,71
33245,330.798,4484,4484,4864,71,71
33246,330.798,4287,4287,4864,71,71
33247,330.798,4287,4287,4864,71,71
33248,330.798,4287,4287,4864,71,71
33249,330.798,4287,4287,4864,71,71
33250,330.798,4287,4287,4864,71,71
33251,330.798,4287,4287,4864,71,71
33252,330.798,4287,4287,4864,71,71
33253,330.798,4287,4287,4864,71,71
33254,330.798,4459,4459,4864,71,71
33255,330.798,4459,4459,4864,71,71
33256,330.798,4459,4459,4864,71,71
33257,330.798,4459,4459,4864,71,71
33258,330.798,4667,4667,4864,71,71
33259,330.798,4667,4667,4864,71,71
33260,330.798,4667,4667,4864,71,71
33261,330.798,4667,4667,4864,71,71
33262,330.798,4667,4667,4864,71,71
33263,330.798,4667,4667,4864,71,71
33264,330.798,4853,4853,4864,71,71
33265,324.183,4853,4853,4864,71,71
33266,324.183,4645,4645,4864,71,71
33267,324.183,4645,4645,4864,71,71
33268,324.183,4853,4853,4864,71,71
33269,324.183,4853,4853,4864,71,71
33270,324.183,4853,4853,4864,71,71
33271,324.183,4853,4853,4864,71,71
33272,324.183,4626,4626,4864,71,71
33273,324.183,4626,4626,4864,71,71
33274,324.183,4626,4626,4864,71,71
33275,324.183,4626,4626,4864,71,71
33276,324.183,4626,4626,4864,71,71
33277,324.183,4626,4626,4864,71,71
33278,324.183,4626,4626,4864,71,71
33279,324.183,4418,4418,4864,71,71
33280,324.183,4418,4418,4864,71,71
33281,324.183,4418,4418,4864,71,71
33282,324.183,4418,4418,4864,71,71
33283,324.183,4645,4645,4864,71,71
33284,324.183,4371,4371,4864,71,71
33285,324.183,4371,4371,4864,71,71
33286,324.183,4371,4371,4864,71,71
33287,324.183,4371,4371,4864,71,71
33288,324.183,4371,4371,4864,71,71
33289,324.183,4371,4371,4864,71,71
33290,324.183,4371,4371,4864,71,71
33291,324.183,4185,4185,4864,71,71
33292,324.183,4185,4185,4864,71,71
33293,324.183,4185,4185,4864,71,71
33294,324.183,4185,4185,4864,71,71
33295,324.183,4393,4393,4864,71,71
33296,324.183,4393,4393,4864,71,71
33297,324.183,4393,4393,4864,71,71
33298,324.183,4590,4590,4864,71,71
33299,324.183,4590,4590,4864,71,71
33300,324.183,4590,4590,4864,71,71
33301,324.183,4363,4363,4864,71,71
33302,324.183,4363,4363,4864,71,71
33303,324.183,4363,4363,4864,71,71
33304,324.183,4166,4166,4864,71,71
33305,324.183,3994,3994,4864,71,71
33306,324.183,3994,3994,4864,71,71
33307,324.183,3994,3994,4864,71,71
33308,324.183,3994,3994,4864,71,71
33309,324.183,3931,3931,4864,71,71
33310,324.183,3931,3931,4864,71,71
33311,324.183,4128,4128,4864,71,71
33312,324.183,4128,4128,4864,71,71
33313,324.183,4128,4128,4864,71,71
33314,324.183,4128,4128,4864,71,71
33315,324.183,4128,4128,4864,71,71
33316,324.183,4128,4128,4864,71,71
33317,324.183,4314,4314,4864,71,71
33318,324.183,4314,4314,4864,71,71
33319,324.183,4314,4314,4864,71,71
33320,324.183,4314,4314,4864,71,71
33321,324.183,4314,4314,4864,71,71
33322,324.183,4314,4314,4864,71,71
33323,324.183,4314,4314,4864,71,71
33324,324.183,4065,4065,4864,71,71
33325,324.183,4065,4065,4864,71,71
33326,324.183,4314,4314,4864,71,71
33327,324.183,4128,4128,4864,71,71
33328,324.183,4128,4128,4864,71,71
33329,324.183,3931,3931,4864,71,71
33330,324.183,3931,3931,4864,71,71
33331,324.183,3931,3931,4864,71,71
33332,324.183,4103,4103,4864,71,71
33333,324.183,4377,4377,4864,71,71
33334,324.183,4563,4563,4864,71,71
33335,324.183,4563,4563,4864,71,71
33336,324.183,4391,4391,4864,71,71
33337,324.183,4391,4391,4864,71,71
33338,324.183,4391,4391,4864,71,71
33339,324.183,4391,4391,4864,71,71
33340,324.183,4142,4142,4864,71,71
33341,324.183,3872,3872,4864,71,71
33342,324.183,3872,3872,4864,71,71
33343,324.183,3615,3615,4864,71,71
33344,324.183,3615,3615,4864,71,71
33345,324.183,3615,3615,4864,71,71
33346,324.183,3341,3341,4864,71,71
33347,324.183,3341,3341,4864,71,71
33348,324.183,3590,3590,4864,71,71
33349,324.183,3590,3590,4864,71,71
33350,324.183,3341,3341,4864,71,71
33351,324.183,3341,3341,4864,71,71
33352,324.183,3341,3341,4864,71,71
33353,324.183,3598,3598,4864,71,71
33354,324.183,3770,3770,4864,71,71
33355,324.183,3584,3584,4864,71,71
33356,324.183,3770,3770,4864,71,71
33357,324.183,3770,3770,4864,71,71
33358,324.183,3770,3770,4864,71,71
33359,324.183,3770,3770,4864,71,71
33360,324.183,3770,3770,4864,71,71
33361,324.183,3770,3770,4864,71,71
33362,324.183,3586,3586,4864,71,71
33363,324.183,3856,3856,4864,71,71
33364,317.699,4040,4040,4864,71,71
33365,317.699,4103,4103,4864,71,71
33366,317.699,4330,4330,4864,71,71
33367,317.699,4330,4330,4864,71,71
33368,317.699,4122,4122,4864,71,71
33369,317.699,4371,4371,4864,71,71
33370,317.699,4371,4371,4864,71,71
33371,317.699,4371,4371,4864,71,71
33372,317.699,4371,4371,4864,71,71
33373,317.699,4187,4187,4864,71,71
33374,317.699,3895,3895,4864,71,71
33375,317.699,3646,3646,4864,71,71
33376,317.699,3646,3646,4864,71,71
33377,317.699,3419,3419,4864,71,71
33378,317.699,3668,3668,4864,71,71
33379,317.699,3668,3668,4864,71,71
33380,317.699,3668,3668,4864,71,71
33381,317.699,3876,3876,4864,71,71
33382,317.699,3876,3876,4864,71,71
33383,317.699,3813,3813,4864,71,71
33384,317.699,3813,3813,4864,71,71
33385,317.699,3813,3813,4864,71,71
33386,317.699,3813,3813,4864,71,71
33387,317.699,3641,3641,4864,71,71
33388,317.699,3641,3641,4864,71,71
33389,317.699,3933,3933,4864,71,71
33390,317.699,3933,3933,4864,71,71
33391,317.699,4117,4117,4864,71,71
33392,317.699,4117,4117,4864,71,71
33393,317.699,4117,4117,4864,71,71
33394,317.699,4117,4117,4864,71,71
33395,317.699,4117,4117,4864,71,71
33396,317.699,4117,4117,4864,71,71
33397,317.699,4391,4391,4864,71,71
33398,317.699,4391,4391,4864,71,71
33399,317.699,4391,4391,4864,71,71
33400,317.699,4391,4391,4864,71,71
